f ,0.9  ,75.67672405555555 ,6.852887 ,27.24350608934011  ,136.573992 ,29.886751122199595 ,74.47863
f ,0.8  ,81.51732242857143 ,5.64885  ,27.84009035660849  ,113.018021 ,29.563577709944738 ,54.718671
f ,0.7  ,80.14724441666665 ,4.707752 ,27.924298689230763 , 91.939034 ,29.64669038790037  ,42.105422
f ,0.6  ,74.38570346153845 ,5.008105 ,27.584320590733583 , 73.292476 ,29.94862385779816  ,33.452856
f ,0.5  ,78.44811250000001 ,4.623035 ,27.576209394607847 , 57.850499 ,29.16386768518517  ,24.192321
f ,0.4  ,77.85716216666667 ,4.59087  ,27.080918464968168 , 43.059094 ,28.48955525641025  ,17.081804
f ,0.3  ,76.7358255        ,4.559681 ,26.728792920353985 , 30.50688  ,27.533670646341463 ,11.672333
f ,0.2  ,75.77660750000001 ,4.486073 ,26.574971877551015 , 19.953501 ,26.65700284482759  , 7.869853
f ,0.1  ,69.70476391666666 ,4.456105 ,24.750373160919526 , 10.923495 ,25.160474418604657 , 5.453233
f ,0.01 ,72.70645058333334 ,4.368214 ,22.4905868         ,  0.550719 ,12.677             , 0.08612
