f ,0.9  ,83.18179174285713 ,14.727257 ,28.6121161413721   ,283.474067 ,29.411200439970745 ,207.287983
f ,0.8  ,84.33605060606062 ,14.048182 ,28.459138357728737 ,231.534381 ,29.28624033272893  ,165.448917
f ,0.7  ,83.09415952941177 ,14.296228 ,27.846695607505843 ,183.101277 ,29.196747344262338 ,128.979955
f ,0.6  ,79.00525          ,23.619813 ,27.684157461770653 ,142.94751  ,29.176452611455094 , 96.84277
f ,0.5  ,82.66253063636366 ,13.781947 ,27.983799439516154 ,107.809782 ,28.971819719827536 , 69.371832
f ,0.4  ,81.97919175757575 ,13.684902 ,27.91583660491492  , 76.582445 ,28.779593474522294 , 46.551456
f ,0.3  ,79.71739594117649 ,14.049708 ,27.6475025284091   , 49.905024 ,28.88110770854271  , 29.387192
f ,0.2  ,80.79540909090908 ,13.458766 ,27.244233975961542 , 29.080919 ,27.024965754545452 , 15.152366
f ,0.1  ,78.99864718181817 ,13.121243 ,26.351265947916662 , 12.869657 ,24.75333332692309  ,  6.59886
f ,0.01 ,76.38522166666667 ,12.852628 ,33.67605           ,  0.896909 ,16.63353325        ,  0.315673
