timestamp, power.draw []
2023/11/20 16:28:42.645, 49.94 
2023/11/20 16:28:42.650, 49.94 
2023/11/20 16:28:42.655, 49.94 
2023/11/20 16:28:42.661, 49.94 
2023/11/20 16:28:42.666, 49.94 
2023/11/20 16:28:42.671, 49.94 
2023/11/20 16:28:42.676, 49.94 
2023/11/20 16:28:42.681, 49.94 
2023/11/20 16:28:42.686, 49.94 
2023/11/20 16:28:42.691, 49.94 
2023/11/20 16:28:42.696, 49.94 
2023/11/20 16:28:42.702, 49.94 
2023/11/20 16:28:42.707, 49.94 
2023/11/20 16:28:42.712, 49.94 
2023/11/20 16:28:42.717, 49.94 
2023/11/20 16:28:42.722, 49.94 
2023/11/20 16:28:42.727, 49.94 
2023/11/20 16:28:42.732, 49.94 
2023/11/20 16:28:42.737, 49.94 
2023/11/20 16:28:42.742, 49.94 
2023/11/20 16:28:42.747, 50.14 
2023/11/20 16:28:42.753, 50.14 
2023/11/20 16:28:42.758, 50.14 
2023/11/20 16:28:42.763, 50.14 
2023/11/20 16:28:42.768, 50.14 
2023/11/20 16:28:42.773, 50.14 
2023/11/20 16:28:42.778, 50.14 
2023/11/20 16:28:42.783, 50.14 
2023/11/20 16:28:42.789, 50.14 
2023/11/20 16:28:42.795, 50.14 
2023/11/20 16:28:42.800, 50.14 
2023/11/20 16:28:42.805, 50.14 
2023/11/20 16:28:42.810, 50.14 
2023/11/20 16:28:42.815, 50.14 
2023/11/20 16:28:42.820, 50.14 
2023/11/20 16:28:42.826, 50.14 
2023/11/20 16:28:42.831, 50.14 
2023/11/20 16:28:42.836, 50.14 
2023/11/20 16:28:42.841, 50.14 
2023/11/20 16:28:42.846, 49.85 
2023/11/20 16:28:42.851, 49.85 
2023/11/20 16:28:42.857, 49.85 
2023/11/20 16:28:42.862, 49.85 
2023/11/20 16:28:42.867, 49.85 
2023/11/20 16:28:42.872, 49.85 
2023/11/20 16:28:42.877, 49.85 
2023/11/20 16:28:42.882, 49.85 
2023/11/20 16:28:42.888, 49.85 
2023/11/20 16:28:42.893, 49.85 
2023/11/20 16:28:42.898, 49.85 
2023/11/20 16:28:42.903, 49.85 
2023/11/20 16:28:42.908, 49.85 
2023/11/20 16:28:42.913, 49.85 
2023/11/20 16:28:42.919, 49.85 
2023/11/20 16:28:42.924, 49.85 
2023/11/20 16:28:42.929, 49.85 
2023/11/20 16:28:42.934, 49.85 
2023/11/20 16:28:42.939, 49.85 
2023/11/20 16:28:42.944, 49.67 
2023/11/20 16:28:42.950, 49.67 
2023/11/20 16:28:42.955, 49.67 
2023/11/20 16:28:42.960, 49.67 
2023/11/20 16:28:42.965, 49.67 
2023/11/20 16:28:42.970, 49.67 
2023/11/20 16:28:42.975, 49.67 
2023/11/20 16:28:42.980, 49.67 
2023/11/20 16:28:42.986, 49.67 
2023/11/20 16:28:42.991, 49.67 
2023/11/20 16:28:42.996, 49.67 
